pr_number,repository,title,author,created_date,merged_date,status,lines_added,lines_deleted,files_changed,commits_count,review_time_hours,requested_reviewers,sprint_number
452,phoenix-shared-components,Feature: authentication implementation,mark.smith,2024-05-27 00:00:00,2024-05-27 04:00:00,merged,527,43,6,6,4,3,11
453,phoenix-web-frontend,Feature: authentication implementation,mark.smith,2024-05-20 00:00:00,2024-05-20 15:00:00,merged,209,35,12,4,15,3,11
454,phoenix-web-frontend,Feature: authentication implementation,mark.smith,2024-05-31 00:00:00,2024-06-01 02:00:00,merged,299,11,6,3,26,3,11
455,phoenix-web-frontend,Feature: billing implementation,ana.lopez,2024-05-23 00:00:00,2024-05-24 02:00:00,merged,170,56,10,3,26,3,11
456,phoenix-auth-service,Feature: billing implementation,ana.lopez,2024-05-31 00:00:00,2024-05-31 15:00:00,merged,158,10,9,6,15,3,11
457,phoenix-auth-service,Feature: api implementation,david.kumar,2024-05-27 00:00:00,2024-05-27 04:00:00,merged,311,62,4,3,4,3,11
458,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-05-22 00:00:00,2024-05-22 04:00:00,merged,154,17,7,1,4,3,11
459,phoenix-customer-platform,Feature: billing implementation,david.kumar,2024-05-31 00:00:00,2024-05-31 15:00:00,merged,179,0,10,2,15,3,11
460,phoenix-billing-service,Feature: api implementation,mark.smith,2024-05-20 00:00:00,2024-05-21 02:00:00,merged,122,1,12,6,26,3,11
461,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-05-28 00:00:00,2024-05-28 15:00:00,merged,512,47,5,4,15,3,11
462,phoenix-web-frontend,Feature: billing implementation,mark.smith,2024-05-23 00:00:00,2024-05-24 02:00:00,merged,291,66,8,5,26,3,11
463,phoenix-customer-platform,Feature: billing implementation,tom.garcia,2024-05-29 00:00:00,2024-05-29 04:00:00,merged,237,3,4,2,4,3,11
464,phoenix-mobile-api,Feature: authentication implementation,ana.lopez,2024-05-27 00:00:00,2024-05-28 02:00:00,merged,276,29,10,3,26,3,11
465,phoenix-mobile-api,Feature: api implementation,tom.garcia,2024-05-27 00:00:00,,open,325,42,4,2,15,3,11
466,phoenix-shared-components,Feature: dashboard implementation,tom.garcia,2024-05-22 00:00:00,,closed,194,81,4,2,26,3,11
467,phoenix-shared-components,Feature: api implementation,tom.garcia,2024-05-30 00:00:00,2024-05-30 04:00:00,merged,424,26,10,3,4,3,11
468,phoenix-auth-service,Feature: billing implementation,tom.garcia,2024-05-25 00:00:00,2024-05-25 15:00:00,merged,297,40,12,6,15,3,11
469,phoenix-web-frontend,Feature: dashboard implementation,mark.smith,2024-05-26 00:00:00,2024-05-26 04:00:00,merged,213,52,7,5,4,3,11
470,phoenix-mobile-api,Feature: api implementation,mark.smith,2024-05-26 00:00:00,2024-05-26 15:00:00,merged,299,41,3,2,15,3,11
471,phoenix-customer-platform,Feature: dashboard implementation,mark.smith,2024-05-31 00:00:00,2024-05-31 15:00:00,merged,249,20,11,4,15,3,11
472,phoenix-mobile-api,Feature: dashboard implementation,mark.smith,2024-05-27 00:00:00,2024-05-27 15:00:00,merged,29,1,10,2,15,3,11
473,phoenix-web-frontend,Feature: authentication implementation,mark.smith,2024-05-21 00:00:00,2024-05-22 02:00:00,merged,132,26,8,2,26,3,11
474,phoenix-mobile-api,Feature: authentication implementation,tom.garcia,2024-05-23 00:00:00,2024-05-24 02:00:00,merged,373,86,6,6,26,3,11
475,phoenix-web-frontend,Feature: api implementation,mark.smith,2024-05-21 00:00:00,2024-05-21 04:00:00,merged,349,91,12,3,4,3,11
476,phoenix-auth-service,Feature: api implementation,mark.smith,2024-05-30 00:00:00,,open,284,34,9,4,4,3,11
477,phoenix-web-frontend,Feature: dashboard implementation,mark.smith,2024-05-25 00:00:00,,open,410,2,9,3,4,3,11
478,phoenix-billing-service,Feature: dashboard implementation,mark.smith,2024-06-01 00:00:00,2024-06-01 04:00:00,merged,328,52,4,5,4,3,11
479,phoenix-web-frontend,Feature: dashboard implementation,mark.smith,2024-05-23 00:00:00,2024-05-24 02:00:00,merged,523,85,10,2,26,3,11
480,phoenix-mobile-api,Feature: dashboard implementation,mark.smith,2024-05-22 00:00:00,2024-05-22 04:00:00,merged,552,102,2,3,4,3,11
481,phoenix-shared-components,Feature: api implementation,mark.smith,2024-05-29 00:00:00,,open,219,21,6,5,15,3,11
482,phoenix-customer-platform,Feature: dashboard implementation,mark.smith,2024-05-28 00:00:00,2024-05-28 04:00:00,merged,141,19,8,4,4,3,11
483,phoenix-shared-components,Feature: billing implementation,mark.smith,2024-06-01 00:00:00,2024-06-01 15:00:00,merged,139,9,7,6,15,3,11
484,phoenix-billing-service,Feature: api implementation,david.kumar,2024-05-22 00:00:00,2024-05-22 15:00:00,merged,280,96,7,6,15,3,11
485,phoenix-billing-service,Feature: authentication implementation,mark.smith,2024-05-30 00:00:00,2024-05-31 02:00:00,merged,243,46,3,6,26,3,11
486,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-05-26 00:00:00,2024-05-27 02:00:00,merged,123,28,10,4,26,3,11
487,phoenix-auth-service,Feature: authentication implementation,tom.garcia,2024-05-28 00:00:00,2024-05-28 04:00:00,merged,179,51,11,3,4,3,11
488,phoenix-web-frontend,Feature: authentication implementation,tom.garcia,2024-05-24 00:00:00,2024-05-24 15:00:00,merged,182,45,9,6,15,3,11
489,phoenix-mobile-api,Feature: api implementation,mark.smith,2024-05-20 00:00:00,2024-05-20 15:00:00,merged,488,5,7,3,15,3,11
490,phoenix-mobile-api,Feature: dashboard implementation,mark.smith,2024-05-21 00:00:00,2024-05-22 02:00:00,merged,466,113,11,5,26,3,11
491,phoenix-web-frontend,Feature: dashboard implementation,mark.smith,2024-05-30 00:00:00,2024-05-30 04:00:00,merged,252,49,3,3,4,3,11
492,phoenix-customer-platform,Feature: dashboard implementation,mark.smith,2024-05-22 00:00:00,2024-05-22 15:00:00,merged,374,42,4,5,15,3,11
493,phoenix-billing-service,Feature: api implementation,mark.smith,2024-05-30 00:00:00,2024-05-31 02:00:00,merged,223,71,3,1,26,3,11
494,phoenix-billing-service,Feature: authentication implementation,mark.smith,2024-05-31 00:00:00,2024-05-31 15:00:00,merged,208,36,3,1,15,3,11
495,phoenix-web-frontend,Feature: authentication implementation,mark.smith,2024-05-20 00:00:00,,open,398,38,10,6,26,3,11
496,phoenix-shared-components,Feature: api implementation,mark.smith,2024-05-25 00:00:00,2024-05-26 02:00:00,merged,299,51,5,1,26,3,11
497,phoenix-web-frontend,Feature: api implementation,mark.smith,2024-06-08 00:00:00,2024-06-08 04:00:00,merged,178,3,6,6,4,3,12
498,phoenix-shared-components,Feature: api implementation,mark.smith,2024-06-15 00:00:00,2024-06-16 04:00:00,merged,346,2,5,3,28,3,12
499,phoenix-shared-components,Feature: billing implementation,mark.smith,2024-06-07 00:00:00,2024-06-07 16:00:00,merged,163,54,7,5,16,3,12
500,phoenix-web-frontend,Feature: api implementation,mark.smith,2024-06-11 00:00:00,2024-06-12 04:00:00,merged,172,5,10,6,28,3,12
501,phoenix-customer-platform,Feature: authentication implementation,mark.smith,2024-06-15 00:00:00,2024-06-16 04:00:00,merged,331,10,4,2,28,3,12
502,phoenix-shared-components,Feature: billing implementation,mark.smith,2024-06-07 00:00:00,2024-06-07 04:00:00,merged,625,10,8,2,4,3,12
503,phoenix-customer-platform,Feature: billing implementation,mark.smith,2024-06-10 00:00:00,2024-06-10 16:00:00,merged,140,5,3,2,16,3,12
504,phoenix-web-frontend,Feature: authentication implementation,james.taylor,2024-06-11 00:00:00,2024-06-11 04:00:00,merged,472,55,4,5,4,3,12
505,phoenix-customer-platform,Feature: api implementation,mark.smith,2024-06-11 00:00:00,2024-06-12 04:00:00,merged,165,6,11,4,28,3,12
506,phoenix-mobile-api,Feature: dashboard implementation,mark.smith,2024-06-07 00:00:00,2024-06-07 16:00:00,merged,299,31,10,6,16,3,12
507,phoenix-web-frontend,Feature: dashboard implementation,mark.smith,2024-06-08 00:00:00,2024-06-08 04:00:00,merged,264,58,9,5,4,3,12
508,phoenix-mobile-api,Feature: api implementation,mark.smith,2024-06-12 00:00:00,2024-06-13 04:00:00,merged,235,21,5,5,28,3,12
509,phoenix-auth-service,Feature: billing implementation,mark.smith,2024-06-06 00:00:00,2024-06-07 04:00:00,merged,245,48,2,2,28,3,12
510,phoenix-auth-service,Feature: dashboard implementation,mark.smith,2024-06-15 00:00:00,2024-06-16 04:00:00,merged,232,28,12,3,28,3,12
511,phoenix-web-frontend,Feature: authentication implementation,tom.garcia,2024-06-05 00:00:00,2024-06-05 16:00:00,merged,404,27,9,1,16,3,12
512,phoenix-mobile-api,Feature: authentication implementation,mark.smith,2024-06-10 00:00:00,2024-06-10 16:00:00,merged,321,36,8,1,16,3,12
513,phoenix-customer-platform,Feature: dashboard implementation,mark.smith,2024-06-14 00:00:00,2024-06-14 16:00:00,merged,272,48,7,4,16,3,12
514,phoenix-billing-service,Feature: api implementation,mark.smith,2024-06-09 00:00:00,2024-06-09 16:00:00,merged,157,45,10,6,16,3,12
515,phoenix-shared-components,Feature: billing implementation,mark.smith,2024-06-15 00:00:00,2024-06-16 04:00:00,merged,206,26,2,3,28,3,12
516,phoenix-mobile-api,Feature: billing implementation,mark.smith,2024-06-15 00:00:00,2024-06-15 04:00:00,merged,504,3,6,6,4,3,12
517,phoenix-web-frontend,Feature: authentication implementation,mark.smith,2024-06-11 00:00:00,2024-06-12 04:00:00,merged,444,11,4,2,28,3,12
518,phoenix-mobile-api,Feature: billing implementation,mark.smith,2024-06-06 00:00:00,2024-06-06 16:00:00,merged,221,31,12,4,16,3,12
519,phoenix-billing-service,Feature: billing implementation,mark.smith,2024-06-14 00:00:00,2024-06-15 04:00:00,merged,367,87,11,2,28,3,12
520,phoenix-billing-service,Feature: api implementation,mark.smith,2024-06-12 00:00:00,2024-06-12 04:00:00,merged,276,95,6,3,4,3,12
521,phoenix-customer-platform,Feature: authentication implementation,david.kumar,2024-06-10 00:00:00,2024-06-11 04:00:00,merged,128,23,9,6,28,3,12
522,phoenix-billing-service,Feature: billing implementation,mark.smith,2024-06-07 00:00:00,,closed,392,17,5,4,4,3,12
523,phoenix-mobile-api,Feature: billing implementation,mark.smith,2024-06-12 00:00:00,2024-06-12 16:00:00,merged,264,28,3,2,16,3,12
524,phoenix-billing-service,Feature: billing implementation,mark.smith,2024-06-11 00:00:00,2024-06-11 04:00:00,merged,400,25,5,4,4,3,12
525,phoenix-auth-service,Feature: dashboard implementation,mark.smith,2024-06-14 00:00:00,,open,237,60,2,3,4,3,12
526,phoenix-customer-platform,Feature: api implementation,mark.smith,2024-06-10 00:00:00,2024-06-10 04:00:00,merged,63,21,7,5,4,3,12
527,phoenix-web-frontend,Feature: dashboard implementation,mark.smith,2024-06-04 00:00:00,2024-06-05 04:00:00,merged,91,11,4,2,28,3,12
528,phoenix-mobile-api,Feature: dashboard implementation,mark.smith,2024-06-04 00:00:00,2024-06-04 16:00:00,merged,395,86,10,5,16,3,12
529,phoenix-auth-service,Feature: authentication implementation,mark.smith,2024-06-06 00:00:00,2024-06-06 04:00:00,merged,232,61,4,2,4,3,12
530,phoenix-shared-components,Feature: api implementation,mark.smith,2024-06-05 00:00:00,2024-06-05 04:00:00,merged,171,47,9,5,4,3,12
531,phoenix-customer-platform,Feature: authentication implementation,david.kumar,2024-06-06 00:00:00,,open,264,65,10,2,28,3,12
532,phoenix-billing-service,Feature: api implementation,ana.lopez,2024-06-07 00:00:00,2024-06-07 16:00:00,merged,88,4,6,5,16,3,12
533,phoenix-mobile-api,Feature: dashboard implementation,mark.smith,2024-06-15 00:00:00,2024-06-15 16:00:00,merged,325,63,2,2,16,3,12
534,phoenix-billing-service,Feature: authentication implementation,mark.smith,2024-06-06 00:00:00,2024-06-07 04:00:00,merged,114,38,3,3,28,3,12
535,phoenix-billing-service,Feature: api implementation,david.kumar,2024-06-10 00:00:00,2024-06-10 04:00:00,merged,198,30,6,1,4,3,12
536,phoenix-billing-service,Feature: dashboard implementation,mark.smith,2024-06-03 00:00:00,,open,224,41,11,6,4,3,12
537,phoenix-web-frontend,Feature: dashboard implementation,mark.smith,2024-06-09 00:00:00,,closed,173,57,3,5,4,3,12
538,phoenix-mobile-api,Feature: api implementation,james.taylor,2024-06-10 00:00:00,2024-06-10 16:00:00,merged,199,60,8,6,16,3,12
539,phoenix-web-frontend,Feature: billing implementation,mark.smith,2024-06-11 00:00:00,2024-06-11 04:00:00,merged,479,111,2,3,4,3,12
540,phoenix-mobile-api,Feature: authentication implementation,james.taylor,2024-06-05 00:00:00,2024-06-05 16:00:00,merged,175,11,6,1,16,3,12
541,phoenix-billing-service,Feature: dashboard implementation,mark.smith,2024-06-03 00:00:00,2024-06-04 04:00:00,merged,515,75,12,2,28,3,12
542,phoenix-web-frontend,Feature: api implementation,mark.smith,2024-06-06 00:00:00,2024-06-06 16:00:00,merged,185,10,7,1,16,3,12
543,phoenix-web-frontend,Feature: authentication implementation,david.kumar,2024-06-08 00:00:00,2024-06-08 04:00:00,merged,464,46,6,4,4,3,12
544,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-06-12 00:00:00,2024-06-12 04:00:00,merged,374,121,2,3,4,3,12
545,phoenix-auth-service,Feature: api implementation,ana.lopez,2024-06-05 00:00:00,2024-06-05 16:00:00,merged,22,4,9,3,16,3,12
546,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-06-05 00:00:00,2024-06-05 04:00:00,merged,179,7,5,2,4,3,12
547,phoenix-billing-service,Feature: authentication implementation,mark.smith,2024-06-13 00:00:00,2024-06-14 04:00:00,merged,273,27,9,6,28,3,12
548,phoenix-billing-service,Feature: dashboard implementation,mark.smith,2024-06-10 00:00:00,2024-06-10 04:00:00,merged,330,17,5,3,4,3,12
549,phoenix-customer-platform,Feature: authentication implementation,david.kumar,2024-06-15 00:00:00,2024-06-15 16:00:00,merged,429,103,7,4,16,3,12
550,phoenix-web-frontend,Feature: authentication implementation,tom.garcia,2024-06-03 00:00:00,2024-06-03 04:00:00,merged,225,12,8,1,4,3,12
551,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-06-07 00:00:00,2024-06-07 16:00:00,merged,366,14,12,6,16,3,12
552,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-06-11 00:00:00,2024-06-11 16:00:00,merged,311,36,12,4,16,3,12
553,phoenix-billing-service,Feature: authentication implementation,mark.smith,2024-06-13 00:00:00,2024-06-13 04:00:00,merged,447,4,5,1,4,3,12
554,phoenix-auth-service,Feature: authentication implementation,mark.smith,2024-06-13 00:00:00,2024-06-14 04:00:00,merged,322,84,10,3,28,3,12
555,phoenix-billing-service,Feature: dashboard implementation,mark.smith,2024-06-06 00:00:00,2024-06-06 16:00:00,merged,374,84,2,6,16,3,12
556,phoenix-auth-service,Feature: dashboard implementation,mark.smith,2024-06-14 00:00:00,2024-06-15 04:00:00,merged,236,56,5,2,28,3,12
557,phoenix-shared-components,Feature: api implementation,mark.smith,2024-06-18 00:00:00,2024-06-19 06:00:00,merged,258,43,8,5,30,3,13
558,phoenix-shared-components,Feature: authentication implementation,david.kumar,2024-06-22 00:00:00,,closed,268,24,10,6,4,3,13
559,phoenix-auth-service,Feature: billing implementation,tom.garcia,2024-06-21 00:00:00,2024-06-21 17:00:00,merged,289,99,6,4,17,3,13
560,phoenix-mobile-api,Feature: authentication implementation,mark.smith,2024-06-22 00:00:00,2024-06-22 04:00:00,merged,239,55,3,6,4,3,13
561,phoenix-shared-components,Feature: api implementation,mark.smith,2024-06-19 00:00:00,2024-06-20 06:00:00,merged,383,64,5,3,30,3,13
562,phoenix-shared-components,Feature: api implementation,mark.smith,2024-06-17 00:00:00,2024-06-17 17:00:00,merged,707,15,3,6,17,3,13
563,phoenix-auth-service,Feature: api implementation,mark.smith,2024-06-17 00:00:00,2024-06-18 06:00:00,merged,488,30,6,5,30,3,13
564,phoenix-customer-platform,Feature: dashboard implementation,mark.smith,2024-06-28 00:00:00,2024-06-28 04:00:00,merged,238,30,11,4,4,3,13
565,phoenix-mobile-api,Feature: api implementation,mark.smith,2024-06-22 00:00:00,,closed,361,47,12,2,17,3,13
566,phoenix-mobile-api,Feature: billing implementation,david.kumar,2024-06-21 00:00:00,2024-06-21 04:00:00,merged,301,42,10,1,4,3,13
567,phoenix-billing-service,Feature: billing implementation,mark.smith,2024-06-25 00:00:00,2024-06-25 04:00:00,merged,68,8,2,6,4,3,13
568,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-06-25 00:00:00,,open,142,14,7,1,17,3,13
569,phoenix-billing-service,Feature: api implementation,mark.smith,2024-06-27 00:00:00,2024-06-28 06:00:00,merged,71,5,3,6,30,3,13
570,phoenix-customer-platform,Feature: authentication implementation,mark.smith,2024-06-21 00:00:00,2024-06-22 06:00:00,merged,278,29,6,3,30,3,13
571,phoenix-shared-components,Feature: api implementation,mark.smith,2024-06-24 00:00:00,,open,367,25,11,6,30,3,13
572,phoenix-customer-platform,Feature: api implementation,mark.smith,2024-06-19 00:00:00,2024-06-19 17:00:00,merged,352,64,7,6,17,3,13
573,phoenix-billing-service,Feature: dashboard implementation,mark.smith,2024-06-20 00:00:00,2024-06-20 04:00:00,merged,396,34,10,1,4,3,13
574,phoenix-web-frontend,Feature: dashboard implementation,tom.garcia,2024-06-22 00:00:00,2024-06-23 06:00:00,merged,265,28,5,6,30,3,13
575,phoenix-billing-service,Feature: authentication implementation,tom.garcia,2024-06-24 00:00:00,,closed,337,2,2,5,4,3,13
576,phoenix-auth-service,Feature: authentication implementation,david.kumar,2024-06-18 00:00:00,2024-06-18 04:00:00,merged,43,4,2,4,4,3,13
577,phoenix-web-frontend,Feature: billing implementation,mark.smith,2024-06-22 00:00:00,2024-06-23 06:00:00,merged,247,53,5,3,30,3,13
578,phoenix-auth-service,Feature: dashboard implementation,mark.smith,2024-06-25 00:00:00,,closed,328,38,6,6,30,3,13
579,phoenix-billing-service,Feature: billing implementation,ana.lopez,2024-06-24 00:00:00,2024-06-24 04:00:00,merged,155,9,10,6,4,3,13
580,phoenix-web-frontend,Feature: authentication implementation,mark.smith,2024-06-25 00:00:00,2024-06-25 17:00:00,merged,472,131,10,1,17,3,13
581,phoenix-customer-platform,Feature: api implementation,mark.smith,2024-06-24 00:00:00,,closed,294,44,7,3,4,3,13
582,phoenix-web-frontend,Feature: billing implementation,mark.smith,2024-06-19 00:00:00,2024-06-19 17:00:00,merged,314,56,4,1,17,3,13
583,phoenix-billing-service,Feature: billing implementation,tom.garcia,2024-06-20 00:00:00,2024-06-20 04:00:00,merged,385,7,6,5,4,3,13
584,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-06-21 00:00:00,2024-06-21 04:00:00,merged,414,40,8,3,4,3,13
585,phoenix-customer-platform,Feature: authentication implementation,mark.smith,2024-06-22 00:00:00,2024-06-23 06:00:00,merged,266,30,5,1,30,3,13
586,phoenix-customer-platform,Feature: authentication implementation,mark.smith,2024-06-17 00:00:00,2024-06-18 06:00:00,merged,313,95,12,1,30,3,13
587,phoenix-billing-service,Feature: api implementation,mark.smith,2024-06-21 00:00:00,2024-06-22 06:00:00,merged,227,62,12,3,30,3,13
588,phoenix-customer-platform,Feature: api implementation,mark.smith,2024-06-26 00:00:00,2024-06-27 06:00:00,merged,149,34,12,1,30,3,13
589,phoenix-auth-service,Feature: api implementation,mark.smith,2024-06-28 00:00:00,2024-06-28 04:00:00,merged,317,113,3,6,4,3,13
590,phoenix-customer-platform,Feature: api implementation,david.kumar,2024-06-21 00:00:00,2024-06-21 04:00:00,merged,161,50,5,4,4,3,13
591,phoenix-shared-components,Feature: api implementation,mark.smith,2024-06-17 00:00:00,2024-06-17 17:00:00,merged,263,37,12,5,17,3,13
592,phoenix-web-frontend,Feature: authentication implementation,david.kumar,2024-06-18 00:00:00,2024-06-19 06:00:00,merged,311,7,9,3,30,3,13
593,phoenix-billing-service,Feature: api implementation,mark.smith,2024-06-26 00:00:00,2024-06-27 06:00:00,merged,355,46,4,5,30,3,13
594,phoenix-auth-service,Feature: authentication implementation,mark.smith,2024-06-27 00:00:00,2024-06-27 04:00:00,merged,368,96,4,4,4,3,13
595,phoenix-web-frontend,Feature: dashboard implementation,mark.smith,2024-06-21 00:00:00,2024-06-21 17:00:00,merged,372,95,2,4,17,3,13
596,phoenix-billing-service,Feature: api implementation,tom.garcia,2024-06-23 00:00:00,2024-06-23 17:00:00,merged,239,25,7,2,17,3,13
597,phoenix-billing-service,Feature: authentication implementation,mark.smith,2024-06-24 00:00:00,2024-06-24 04:00:00,merged,313,7,12,1,4,3,13
598,phoenix-mobile-api,Feature: api implementation,tom.garcia,2024-06-26 00:00:00,2024-06-26 04:00:00,merged,154,9,5,1,4,3,13
599,phoenix-web-frontend,Feature: dashboard implementation,mark.smith,2024-06-17 00:00:00,2024-06-17 17:00:00,merged,294,33,12,3,17,3,13
600,phoenix-customer-platform,Feature: billing implementation,mark.smith,2024-06-26 00:00:00,2024-06-26 17:00:00,merged,266,51,2,5,17,3,13
601,phoenix-customer-platform,Feature: authentication implementation,mark.smith,2024-06-20 00:00:00,,open,431,27,12,5,4,3,13
602,phoenix-shared-components,Feature: api implementation,mark.smith,2024-06-20 00:00:00,2024-06-21 06:00:00,merged,167,30,11,2,30,3,13
